,showId,topic0,topic1,topic2,topic3
0,0,0.5450467946621241,0.05050401266181156,0.0007772853602878399,0.4036719073157765
1,1,0.08525161776851116,0.016093825696773385,0.000380586985421378,0.8982739695492941
2,2,0.8895227518583777,0.00011967441211492875,0.00019999155180050896,0.11015758217770699
3,3,0.7499631017251349,0.0012389353615406837,0.0012276422557223837,0.2475703206576019
4,4,0.43085553551309913,0.00026969898369113714,0.00027459729354752327,0.5686001682096623
5,5,0.6601150943063017,0.058543125195406644,0.05698352647410128,0.2243582540241904
6,6,0.07965696520062818,0.00036567274836970886,0.6757227654092886,0.24425459664171348
7,7,0.3449394126243695,0.39683049286468264,0.1842460440882535,0.0739840504226942
8,8,0.028283693582038978,0.4097727800538063,0.01792821417074012,0.5440153121934146
9,9,0.21797290370621406,0.0002619422668097699,0.39809515962071057,0.38366999440626554
10,10,0.9571160732726379,0.0028312689162157518,0.0028624243585466318,0.03719023345259965
11,11,0.5966211726165225,0.0364600511646061,0.05986250810809,0.30705626811078146
12,12,0.7748050194501902,0.00012652097365400538,0.0001280739086002047,0.22494038566755553
13,13,0.0009677856817188211,0.0009513288145892723,0.68117477900183,0.31690610650186185
14,14,0.019555597645789177,0.00037325113023717793,0.1310616379490574,0.8490095132749164
15,15,0.31012521634635026,0.04541118804512239,0.3298800115239674,0.31458358408455994
16,16,0.059988892568291846,0.00045598158343090146,0.05970881753481395,0.8798463083134633
17,17,0.6303448317017932,0.1438339055151881,0.004260098605674095,0.2215611641773445
18,18,0.10642658760697303,0.03658113888218397,0.10968123427983371,0.7473110392310093
19,19,0.4481280695446473,0.0004077967473796024,0.11416614863766927,0.4372979850703039
20,20,0.12961693827660836,0.00041077934826157063,0.10527994908213599,0.7646923332929941
21,21,0.0004345762810976014,0.4222687168342241,0.002093219154559662,0.5752034877301186
22,22,0.961460520896281,0.0014065688156504016,0.0014808330991670777,0.035652077188901565
23,23,0.8593663438471184,0.0006328431253285392,0.0006386011798059063,0.13936221184774708
24,24,0.0009444892261549424,0.000921628272237539,0.0009299400753858236,0.9972039424262217
25,25,0.4117726248127981,0.0003839248096717086,0.06408415556176117,0.523759294815769
26,26,0.0005967158878277835,0.0005882798481778506,0.0006040795637497113,0.9982109247002446
27,27,0.4761786457085227,0.051287254187382225,0.08652105568124838,0.3860130444228468
28,28,0.445015342795819,0.0004537533027128483,0.09794791477205259,0.4565829891294155
29,29,0.8052750360275247,0.19417932948888114,0.00027265821936115083,0.00027297626423298437
30,30,0.8136168957253235,0.003636341718221935,0.003551527006116669,0.17919523555033798
31,31,0.4498084325529578,0.19858054331132977,0.0008378809416702277,0.3507731431940422
32,32,0.1901097670016396,0.02707077369681537,0.7792544578361128,0.003565001465432169
33,33,0.987152977255259,8.779587326350691e-05,0.012671033098012327,8.81937734651826e-05
34,34,0.7168062981715135,0.07544179195972829,0.10483820784887206,0.10291370201988607
35,35,0.0014692996118715548,0.08434530147413563,0.5313152094003509,0.38287018951364205
36,36,0.0006802654075954431,0.0006806387460055404,0.7124447750067447,0.28619432083965424
37,37,0.5212031788017863,0.47816680934564454,0.00031610372402354666,0.0003139081285454873
38,38,0.7593920196056811,0.2381045085745387,0.0012540577169859366,0.0012494141027942591
39,39,0.5840647022941684,0.09199947076731974,0.32253757447668224,0.0013982524618295804
40,40,0.6970660379927204,0.03055908437997356,0.031152853167572984,0.24122202445973312
41,41,0.00042171587803021036,0.0004386756233402413,0.0004132834436949239,0.9987263250549346
42,42,0.0003671131447677001,0.16295623399174639,0.4312769489637051,0.4053997038997808
43,43,0.16401608135667453,0.7511515481549779,0.014346818133066284,0.07048555235528146
44,44,0.9859460614971782,0.013691041249688448,0.0001811806655373892,0.0001817165875959179
45,45,0.35762397359997655,0.11998936506181368,0.20589478782184653,0.3164918735163632
46,46,0.5120178285518262,0.2504039113315143,0.0008905189851767678,0.23668774113148278
47,47,0.6704263752102156,0.30157702924113866,0.027443313992390684,0.0005532815562550088
48,48,0.18839561399917293,0.26845255007535224,0.24656535798001303,0.29658647794546183
49,49,0.0004864860668800072,0.15860835240769836,0.00047209205456967627,0.840433069470852
50,50,0.23447569514545707,0.29033382394507745,0.19606944977593896,0.2791210311335266
51,51,0.5219917088052827,0.1925270944413052,0.0009024669932076808,0.28457872976020454
52,52,0.00029123469699234705,0.00028941628459260086,0.09099233167485676,0.9084270173435582
53,53,0.9514779833705014,0.0030611875868966883,0.04248604235827889,0.002974786684323032
54,54,0.15349131691651718,0.8269052167277438,5.3119649082561283e-05,0.019550346706656428
55,55,0.9140247948742006,0.002577791422456352,0.0026421901923965783,0.08075522351094645
56,56,0.21305500565943972,0.2188268385947926,0.06902904030277428,0.4990891154429934
57,57,0.00039874443313499486,0.007388654733380613,0.9225901176149133,0.06962248321857106
58,58,0.4020458199172769,0.0009410663970323267,0.3184125595536923,0.2786005541319984
59,59,0.38244596635478756,0.3084677005738954,0.09531906713382549,0.21376726593749143
60,60,0.0004810528087445115,0.012186977068181476,0.9206611504854236,0.06667081963765038
61,61,0.3997206938328008,0.026582020411353283,0.3299179457668407,0.24377933998900525
62,62,0.20900814673305756,0.18020571093788273,0.32153237715402183,0.28925376517503787
63,63,0.46090965818581553,0.4133989907346795,0.0006380058506708797,0.12505334522883418
64,64,0.0011633711925672034,0.0011873077519311916,0.9964620567588514,0.00118726429665031
65,65,0.21459222139929304,0.22093305447135955,0.4372766350027798,0.12719808912656763
66,66,0.1606062038206228,0.1310397720025294,0.06598332286563756,0.6423707013112103
67,67,0.01900680381188161,0.18318785141719232,0.21893341720258933,0.5788719275683366
68,68,0.39312601057489766,0.17283553536373394,0.24146911452269537,0.1925693395386731
69,69,0.40046031680098737,0.2553944860831487,0.09535345301890182,0.24879174409696217
70,70,0.5946027293678151,0.16340870727754497,0.17977882015401078,0.062209743200629074
71,71,0.1761411385491596,0.00015622798151996263,0.019823213972750657,0.8038794194965697
72,72,9.448869948403532e-05,0.05244803950201101,0.17009396565929688,0.777363506139208
73,73,0.26179232517546025,0.26581700292649574,0.3075475880605694,0.16484308383747465
74,74,0.14309842840651898,0.0009800959060420945,0.08631314322763285,0.769608332459806
75,75,0.12562958015687814,0.08355318915145585,0.35203191473740547,0.4387853159542605
76,76,0.691079897705306,0.30791937561618143,0.0004985242399056613,0.0005022024386067626
77,77,0.3314325044375137,0.18122743059017593,0.4257178446834095,0.06162222028890093
78,78,0.056336559243158044,0.0004753242080657307,0.1213463807009832,0.8218417358477931
79,79,0.0637657195119798,0.1720375739074989,0.27598549457259874,0.4882112120079225
80,80,0.5390965089797264,0.08265433896426883,0.01768048040096704,0.3605686716550378
81,81,0.13467588129729263,0.1315693033702919,0.494387471725635,0.23936734360678052
82,82,0.0010377771598893968,0.00015636108374502357,0.9433531286692969,0.055452733087068634
83,83,0.705867679292884,0.29270054469692086,0.0007176837583172908,0.0007140922518780252
84,84,0.9830638885874137,0.016712142952884042,0.00011266719690997766,0.00011130126279230064
85,85,0.8312110919022421,0.03368752796730307,5.6663363523258244e-05,0.13504471676693147
86,86,0.8723890418405761,0.1257585832648251,0.00173974411168825,0.00011263078291048553
87,87,0.21811922384924767,0.24964195955645058,0.000493719345423199,0.5317450972488785
88,88,0.9979331993375364,0.0006834385075202538,0.0006989838304518917,0.00068437832449138
89,89,0.19298110382632808,0.0007073334622861246,0.03239015595094222,0.7739214067604435
90,90,0.09178328938089195,0.29492286171627896,0.0007176325854801888,0.6125762163173489
91,91,0.4294107587499679,0.00026118209966583846,0.000266353815931399,0.5700617053344348
92,92,0.7863803617776335,0.21299350213830315,0.0003123577306185098,0.00031377835344494217
93,93,0.994492163185851,0.005381802303834615,6.310586069990553e-05,6.29286496143453e-05
94,94,0.0002380870081082642,0.00023586895159115724,0.85201537255395,0.14751067148635053
95,95,0.0002503220903716387,0.0002478688640810005,0.8453210184186432,0.1541807906269043
96,96,0.0018275098724800027,0.16583200912137927,0.7139510078773388,0.11838947312880194
97,97,0.7445721373199302,0.25410490132663666,0.0006681228255313152,0.0006548385279017886
98,98,0.32232774996195085,0.016660514950062103,0.4610970657703233,0.19991466931766383
99,99,0.17833783831275166,0.15229071168095454,0.5169051703866476,0.1524662796196461
100,100,0.18125520377561127,0.029020842203416313,0.41818523889664455,0.37153871512432796
101,101,0.001283806833251873,0.12553446528401774,0.508325686207171,0.36485604167555946
102,102,0.1427781957088844,0.0016666891210025733,0.2717032516422339,0.5838518635278792
103,103,0.0009817971648249466,0.0009859192282398845,0.1523767860982661,0.845655497508669
104,104,0.6200638192892981,0.3411420590690691,0.0001409784223445416,0.03865314321928822
105,105,0.251682468966041,0.00029453707808871045,0.5504192374246115,0.1976037565312589
106,106,0.2555634334820255,0.0007507502191368339,0.4991039936212646,0.24458182267757309
107,107,0.11290309866300037,0.04965327246749306,0.7056393530480324,0.13180427582147414
108,108,0.9997373965798576,8.868360533439333e-05,8.695931654785795e-05,8.696049826017641e-05
109,109,0.2102910373571545,0.11155242903812516,0.3128254060487118,0.36533112755600866
110,110,0.009307762737697393,0.00017979948735271476,0.7699695951566882,0.22054284261826182
111,111,0.00034100106289670196,0.03501867381689732,0.131401708100615,0.833238617019591
112,112,0.9968265117464933,0.0010490585248550959,0.0010529205417702952,0.0010715091868813403
113,113,0.6369096468159386,0.002351249275718776,0.16939826227863133,0.19134084162971124
114,114,0.030989137811070558,0.022658316391824786,0.2723140830143559,0.6740384627827487
115,115,0.14742718269952623,0.07392344677928615,0.008288472629154909,0.7703608978920328
116,116,0.2217866146463332,0.02667957819329048,0.080537192695496,0.6709966144648803
117,117,0.27341575453033246,0.5259636217224823,0.0015007926498718468,0.1991198310973134
118,118,0.9673819724361091,0.03228469248337016,0.00016685033504064853,0.00016648474548011706
119,119,0.965745251039632,0.03392542295965005,0.00016502911865921908,0.00016429688205869244
120,120,0.000960903468323177,0.0009518360719963693,0.017887477670860293,0.9801997827888201
121,121,0.09483387719572499,0.00039855771120358047,0.1142473690584088,0.7905201960346626
122,122,0.7432945526615642,0.0875711130809234,0.0576590942636647,0.11147523999384773
123,123,0.13880444029396613,0.002201314209281322,0.8568039121505545,0.002190333346198113
124,124,0.0009643136864012093,0.0009538766135190088,0.0009788597939268077,0.997102949906153
125,125,0.5464384504698663,0.39290844093138505,0.001575107759022103,0.05907800083972666
126,126,0.6716210608901882,0.32814088545708775,0.00011869567083463716,0.0001193579818895047
127,127,0.352317433877609,0.16104193750004653,0.26311658431504026,0.22352404430730421
128,128,0.9988769547867249,0.00037695947415645017,0.00037216618960443626,0.00037391954951427155
129,129,0.0010306041236151045,0.9968664831523661,0.0010613098387131765,0.0010416028853057356
130,130,0.0013445615678515214,0.9960170758710155,0.0013126550691813575,0.0013257074919516755
131,131,0.3255008060384284,0.13773758622379276,0.002242875034342405,0.5345187327034364
132,132,0.00020894640659529465,0.9993736250029163,0.00020864670573337595,0.0002087818847550388
133,133,0.5205241721297587,0.47896017062169144,0.00025721889723769975,0.0002584383513121806
134,134,0.0007981951953776423,0.0008085383472633876,0.0008066966778984128,0.9975865697794606
135,135,0.003542547602119356,0.9893032869522287,0.003561509726123476,0.003592655719528587
136,136,0.9989829396911851,0.0003424940491230477,0.0003366358638779763,0.00033793039581399764
137,137,0.0004292785988773435,0.9987173521722524,0.0004266421802594619,0.0004267270486107793
138,138,0.0003490968428788937,0.0003512314892850915,0.0003549087191522784,0.9989447629486837
139,139,0.00011384707005301734,0.00011402742070208055,0.9996573888313937,0.00011473667785115686
140,140,0.00034690279579580914,0.9989454680011852,0.0003562222229595932,0.0003514069800593165
141,141,0.00025865184803080556,0.9992213613229826,0.00025771890907625117,0.00026226791991037335
142,142,0.0011633711925672034,0.0011873077519311916,0.9964620567588514,0.00118726429665031
143,143,0.0009657330403171111,0.0009691475642842546,0.000971070588677785,0.9970940488067209
